#,word,score,origin,syllables,best_synonym,best_synonym_score,synonym_wins,synonym_improvement,pos,articulations,three_plus_syllables,stress_on_first,uses_m,uses_l,uses_good_consonants,no_weak_consonants,three_manners_of_articulation,short_vowels_only,front_vowels_first,low_vowels_first
60,use,10.0,Middle English,1,consumption,60.0,True,50.0,NN,SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
62,there,30.0,Middle English,1,,-1.0,False,0.0,RB,FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,True,True,False
63,see,30.0,Middle English,1,realize,50.0,True,20.0,VB,SIBILANT_FRICATIVE,False,False,False,False,True,True,False,False,True,False
64,only,40.0,Old English,2,merely,70.0,True,30.0,RB,NASAL|LATERAL_APPROXIMANT,False,True,False,True,True,True,False,False,False,False
65,so,20.0,Middle English,1,therefore,40.0,True,20.0,RB,SIBILANT_FRICATIVE,False,False,False,False,True,True,False,False,False,False
67,when,30.0,Middle English,1,,-1.0,False,0.0,WRB,NASAL|APPROXIMANT,False,False,False,False,True,False,False,True,True,False
68,contact,40.0,Latin,2,middleman,100.0,True,60.0,NN,NASAL|STOP,False,True,False,False,True,True,False,False,False,True
69,here,30.0,Middle English,2,,-1.0,False,0.0,RB,APPROXIMANT,False,True,False,False,True,False,False,False,True,False
70,business,40.0,Middle English,2,patronage,70.0,True,30.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,False,True,True,False,False
71,who,0.0,Old English,1,,-1.0,False,0.0,WP,,False,False,False,False,False,False,False,False,False,False
72,web,20.0,Old English,1,entanglement,70.0,True,50.0,NN,STOP|APPROXIMANT,False,False,False,False,False,False,False,True,True,False
73,also,40.0,Middle English,2,likewise,50.0,True,10.0,RB,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,True,False,True,True,True,False,False,False,False
74,now,30.0,Middle English,1,immediately,70.0,True,40.0,RB,NASAL,False,False,False,False,True,True,False,False,False,True
75,help,30.0,Old English,1,assistance,60.0,True,30.0,NN,LATERAL_APPROXIMANT|STOP,False,False,False,True,False,False,False,True,True,False
76,get,30.0,Middle English,1,develop,60.0,True,30.0,VB,STOP,False,False,False,False,True,False,False,True,True,False
77,pm,20.0,Undefined,1,premier,50.0,True,30.0,NN,NASAL|STOP,False,False,True,False,False,False,False,False,True,False
78,view,0.0,Anglo-Norman,1,sentiment,80.0,True,80.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,False,False,False,False,False,False
79,online,40.0,English,2,,-1.0,False,0.0,NN,NASAL|LATERAL_APPROXIMANT,False,True,False,True,True,True,False,False,False,False
80,c,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE,False,False,False,False,True,True,False,False,True,False
81,e,20.0,Undefined,1,es,40.0,True,20.0,NN,,False,False,False,False,False,True,False,False,True,False
82,first,20.0,Middle English,1,firstly,40.0,True,20.0,RB,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,True,False,False,False
83,am,60.0,Middle English,2,,-1.0,False,0.0,VBP,NASAL,False,True,True,False,False,True,False,True,True,True
84,been,30.0,Undefined,1,,-1.0,False,0.0,VBN,NASAL|STOP,False,False,False,False,True,False,False,True,True,False
85,would,20.0,Undefined,1,,-1.0,False,0.0,MD,STOP|APPROXIMANT,False,False,False,False,True,False,False,True,False,False
86,how,10.0,Middle English,1,,-1.0,False,0.0,WRB,,False,False,False,False,False,False,False,False,False,True
87,were,0.0,Old English,1,,-1.0,False,0.0,VBD,APPROXIMANT,False,False,False,False,False,False,False,False,False,False
89,s,40.0,Undefined,1,randomness,80.0,True,40.0,NN,SIBILANT_FRICATIVE,False,False,False,False,True,True,False,True,True,False
90,services,40.0,Undefined,3,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE,True,True,False,False,True,False,False,False,False,True
93,click,50.0,Undefined,1,clack,60.0,True,10.0,NN,LATERAL_APPROXIMANT|STOP,False,False,False,True,True,True,False,True,True,False
96,service,20.0,Old French,2,overhaul,30.0,True,10.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE,False,True,False,False,True,False,False,False,False,False
97,x,40.0,Undefined,1,adam,60.0,True,20.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,True,True,False
99,find,30.0,Old English,1,happen,40.0,True,10.0,VB,NON_SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,False,True,False,False,True
100,price,30.0,Middle English,1,damage,60.0,True,30.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,False,False,True
101,date,30.0,French,1,engagement,50.0,True,20.0,NN,STOP,False,False,False,False,True,True,False,False,True,False
102,back,40.0,Middle English,1,,-1.0,False,0.0,RB,STOP,False,False,False,False,True,False,False,True,True,True
103,top,20.0,Old English,1,pinnacle,70.0,True,50.0,NN,STOP,False,False,False,False,True,False,False,False,False,True
104,people,20.0,Middle English,2,masses,50.0,True,30.0,NNS,LATERAL_APPROXIMANT|STOP,False,True,False,True,False,False,False,False,False,False
105,had,40.0,Undefined,1,,-1.0,False,0.0,VBD,STOP,False,False,False,False,True,False,False,True,True,True
106,list,60.0,Old English,1,listing,60.0,False,0.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,True,True,True,True,False
107,name,40.0,Middle English,1,list,60.0,True,20.0,NN,NASAL,False,False,True,False,True,True,False,False,True,False
108,just,40.0,English,1,merely,70.0,True,30.0,RB,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|STOP,False,False,False,False,True,False,True,True,False,True
110,state,30.0,Latin,1,land,70.0,True,40.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,False,True,False
111,year,30.0,Middle English,1,class,70.0,True,40.0,NN,APPROXIMANT,False,False,False,False,True,False,False,True,True,False
112,day,30.0,Middle English,1,daytime,40.0,True,10.0,NN,STOP,False,False,False,False,True,True,False,False,True,False
114,email,40.0,Undefined,1,,-1.0,False,0.0,NN,NASAL|LATERAL_APPROXIMANT,False,False,True,True,False,True,False,False,True,False
116,health,30.0,Middle English,1,wellness,50.0,True,20.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,False,False,True,False,False,False,True,True,False
117,n,40.0,Undefined,1,normality,60.0,True,20.0,NN,NASAL,False,False,False,False,True,True,False,True,True,False
118,world,30.0,Middle English,1,man,70.0,True,40.0,NN,LATERAL_APPROXIMANT|STOP|APPROXIMANT,False,False,False,True,True,False,True,False,False,False
119,re,30.0,Latin,1,ra,30.0,False,0.0,NN,APPROXIMANT,False,False,False,False,True,True,False,False,True,False
120,next,50.0,Middle English,1,,-1.0,False,0.0,JJ,SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,True,True,True,True,False
121,used,20.0,Undefined,1,victimized,60.0,True,40.0,VBN,SIBILANT_FRICATIVE|STOP|APPROXIMANT,False,False,False,False,True,False,True,False,False,False
122,go,0.0,Middle English,1,run,40.0,True,40.0,VB,STOP,False,False,False,False,False,False,False,False,False,False
123,b,10.0,Undefined,1,bacillus,60.0,True,50.0,NN,STOP,False,False,False,False,False,False,False,False,True,False
124,work,10.0,Old English,1,cultivate,60.0,True,50.0,NN,STOP|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
125,last,70.0,Old English,1,final,50.0,False,-20.0,JJ,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,True,True,True,True,True
126,most,40.0,Old English,1,,-1.0,False,0.0,JJS,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,True,True,False,False,False
127,products,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,True,False,False,True,False,True,False,False,True
128,music,40.0,Anglo-Norman,2,medicine,80.0,True,40.0,NN,SIBILANT_FRICATIVE|NASAL|STOP|APPROXIMANT,False,True,True,False,True,False,True,False,False,False
129,buy,10.0,Middle English,1,,-1.0,False,0.0,VB,STOP,False,False,False,False,False,False,False,False,False,True
130,data,30.0,Latin,2,,-1.0,False,0.0,NNS,STOP,False,True,False,False,True,True,False,False,False,False
131,make,40.0,Middle English,1,establish,60.0,True,20.0,VB,NASAL|STOP,False,False,True,False,True,True,False,False,True,False
133,should,20.0,Old English,1,,-1.0,False,0.0,MD,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,False,False
134,product,30.0,Latin,2,merchandise,60.0,True,30.0,NN,APPROXIMANT|STOP,False,True,False,False,True,False,False,False,False,True
135,system,60.0,Undefined,2,scheme,50.0,False,-10.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,True,False,True,True,True,True,False,False
136,post,10.0,Middle French,1,brand,50.0,True,40.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,False,False
138,city,40.0,Middle English,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,True,False,False,True,False
139,t,30.0,Undefined,1,tonne,40.0,True,10.0,NN,STOP,False,False,False,False,True,True,False,False,True,False
140,add,50.0,Latin,1,,-1.0,False,0.0,VB,STOP,False,False,False,False,True,True,False,True,True,True
141,policy,60.0,French,3,insurance,40.0,False,-20.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,True,True,False,True,True,False,True,False,False,True
142,number,30.0,Anglo-Norman,2,list,60.0,True,30.0,NN,NASAL|STOP,False,True,True,False,True,False,False,False,False,False
143,such,30.0,Middle English,1,,-1.0,False,0.0,JJ,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE,False,False,False,False,True,False,False,True,False,True
144,please,30.0,Middle English,1,delight,30.0,False,0.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,False,False,True,False,True,False
145,available,40.0,English,4,uncommitted,50.0,True,10.0,JJ,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,True,False,False,True,False,False,True,False,False,True
146,copyright,40.0,Undefined,3,,-1.0,False,0.0,NN,APPROXIMANT|STOP,True,True,False,False,True,False,False,False,False,True
147,support,30.0,Old French,2,sustenance,70.0,True,40.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,False,True,True,False,False
148,message,50.0,Undefined,2,substance,50.0,False,0.0,NN,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|NASAL,False,True,True,False,True,False,True,True,False,False
150,best,30.0,Middle English,1,,-1.0,False,0.0,JJS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,True,False
151,software,40.0,English,2,package,40.0,False,0.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,True,False,False,True,False,True,True,False,False
152,then,30.0,Middle English,1,so,20.0,False,-10.0,RB,FRICATIVE|NASAL,False,False,False,False,True,False,False,True,True,False
153,jan,60.0,Undefined,3,january,50.0,False,-10.0,NN,SIBILANT_AFFRICATE|NASAL,True,True,False,False,True,False,False,True,True,True
154,good,20.0,Middle English,1,estimable,80.0,True,60.0,JJ,STOP,False,False,False,False,True,False,False,True,False,False
155,video,40.0,Latin,3,television,60.0,True,20.0,NN,NON_SIBILANT_FRICATIVE|STOP,True,True,False,False,True,False,False,False,True,False
156,well,30.0,Old English,1,intimately,70.0,True,40.0,RB,LATERAL_APPROXIMANT|APPROXIMANT,False,False,False,True,False,False,False,True,True,False
157,d,30.0,Undefined,1,,-1.0,False,0.0,NN,STOP,False,False,False,False,True,True,False,False,True,False
158,where,30.0,Middle English,1,,-1.0,False,0.0,WRB,APPROXIMANT,False,False,False,False,True,False,False,True,True,False
159,info,20.0,Undefined,2,information,40.0,True,20.0,NN,NON_SIBILANT_FRICATIVE|NASAL,False,True,False,False,True,False,False,False,False,False
160,rights,40.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP|APPROXIMANT,False,False,False,False,True,True,True,False,False,True
161,public,40.0,Anglo-Norman,2,populace,60.0,True,20.0,NN,LATERAL_APPROXIMANT|STOP,False,True,False,True,True,False,False,True,False,False
162,books,20.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,False,False
163,high,10.0,Middle English,1,,-1.0,False,0.0,JJ,,False,False,False,False,False,False,False,False,False,True
164,school,40.0,Middle English,1,cultivate,60.0,True,20.0,NN,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,True,True,False,False,False
166,m,40.0,Undefined,1,thousand,40.0,False,0.0,NN,NASAL,False,False,True,False,False,True,False,True,True,False
168,links,50.0,Scots,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP|NASAL,False,False,False,True,True,False,True,True,True,False
170,review,10.0,Middle French,2,retrospect,60.0,True,50.0,NN,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
171,years,30.0,Undefined,1,days,20.0,False,-10.0,NNS,SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,False,True,True,False
172,order,30.0,Middle English,2,regulate,60.0,True,30.0,NN,STOP|APPROXIMANT,False,True,False,False,True,True,False,False,False,False
173,very,30.0,Middle English,2,really,60.0,True,30.0,RB,NON_SIBILANT_FRICATIVE|APPROXIMANT,False,True,False,False,True,False,False,False,True,False
174,privacy,50.0,Undefined,3,concealment,70.0,True,20.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|APPROXIMANT|STOP,True,True,False,False,True,False,True,False,False,True
175,book,20.0,Middle English,1,script,40.0,True,20.0,NN,STOP,False,False,False,False,True,False,False,True,False,False
176,items,40.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,False,True,False,False,True
177,company,50.0,Old French,3,companion,60.0,True,10.0,NN,NASAL|STOP,True,True,True,False,True,False,False,False,False,True
178,r,30.0,Undefined,1,radius,60.0,True,30.0,NN,APPROXIMANT,False,False,False,False,True,True,False,False,False,True
179,read,40.0,Old English,1,register,50.0,True,10.0,NN,STOP|APPROXIMANT,False,False,False,False,True,True,False,True,True,False
180,group,10.0,French,1,,-1.0,False,0.0,NN,APPROXIMANT|STOP,False,False,False,False,True,False,False,False,False,False
181,sex,40.0,Undefined,1,sexuality,50.0,True,10.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,True,True,False
182,need,30.0,Old English,1,postulate,60.0,True,30.0,NN,NASAL|STOP,False,False,False,False,True,True,False,False,True,False
183,many,50.0,Middle English,2,,-1.0,False,0.0,JJ,NASAL,False,True,True,False,True,True,False,False,True,False
184,user,10.0,Middle English,2,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|APPROXIMANT,False,True,False,False,False,False,False,False,False,False
185,said,50.0,Undefined,2,,-1.0,False,0.0,VBD,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,True,False,True,True,False
186,de,30.0,Undefined,1,,-1.0,False,0.0,NNS,STOP,False,False,False,False,True,True,False,False,True,False
187,does,30.0,Undefined,1,,-1.0,False,0.0,VBZ,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,True,False,True
188,set,40.0,Middle English,1,limit,70.0,True,30.0,NN,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,True,True,False
190,general,50.0,Anglo-Norman,3,ecumenical,60.0,True,10.0,JJ,SIBILANT_AFFRICATE|NASAL|LATERAL_APPROXIMANT,True,True,False,True,True,False,True,False,False,False
191,research,20.0,Undefined,2,inquiry,40.0,True,20.0,NN,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|APPROXIMANT,False,False,False,False,True,False,True,False,False,False
192,university,30.0,Undefined,5,,-1.0,False,0.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|NON_SIBILANT_FRICATIVE|NASAL|STOP,True,False,False,False,True,False,True,False,False,False
193,january,50.0,Undefined,4,jan,60.0,True,10.0,NN,SIBILANT_AFFRICATE|NASAL|APPROXIMANT,True,True,False,False,True,False,True,False,True,False
194,mail,40.0,Middle English,1,send,50.0,True,10.0,NN,NASAL|LATERAL_APPROXIMANT,False,False,True,True,False,True,False,False,True,False
195,full,20.0,Old English,1,total,40.0,True,20.0,JJ,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,False,False,True,False,False,False,True,False,False
196,map,40.0,Undefined,1,represent,50.0,True,10.0,NN,NASAL|STOP,False,False,True,False,False,False,False,True,True,True
197,reviews,20.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE|APPROXIMANT,False,False,False,False,True,False,True,False,False,False
198,program,40.0,French,2,syllabus,70.0,True,30.0,NN,NASAL|APPROXIMANT|STOP,False,True,True,False,True,False,True,False,False,False
199,life,20.0,Middle English,1,liveliness,60.0,True,40.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT,False,False,False,True,False,False,False,False,False,True
200,know,20.0,Middle English,1,recognize,50.0,True,30.0,VB,NASAL,False,False,False,False,True,True,False,False,False,False
201,games,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,False,False,True,False,True,False
202,way,10.0,Old English,1,style,50.0,True,40.0,NN,APPROXIMANT,False,False,False,False,False,False,False,False,True,False
203,days,20.0,Undefined,1,years,30.0,True,10.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,False,False,False,True,False
204,management,70.0,English,3,direction,30.0,False,-40.0,NN,SIBILANT_AFFRICATE|NASAL|STOP,True,True,True,False,True,False,True,True,False,True
205,p,10.0,Undefined,1,phosphorus,40.0,True,30.0,NN,STOP,False,False,False,False,False,False,False,False,True,False
206,part,20.0,Middle English,1,split,50.0,True,30.0,NN,APPROXIMANT|STOP,False,False,False,False,True,False,False,False,False,True
207,could,30.0,Middle English,1,,-1.0,False,0.0,MD,STOP,False,False,False,False,True,True,False,True,False,False
208,great,20.0,Middle English,1,outstanding,50.0,True,30.0,JJ,APPROXIMANT|STOP,False,False,False,False,True,False,False,False,True,False
209,united,40.0,Latin,3,unite,30.0,False,-10.0,JJ,NASAL|STOP|APPROXIMANT,True,False,False,False,True,False,True,False,False,True
210,hotel,20.0,French,2,,-1.0,False,0.0,NN,LATERAL_APPROXIMANT|STOP,False,False,False,True,True,False,False,False,False,False
211,real,50.0,Old French,2,tangible,70.0,True,20.0,JJ,LATERAL_APPROXIMANT|APPROXIMANT,False,True,False,True,True,True,False,False,True,False
212,f,20.0,Undefined,1,fluorine,50.0,True,30.0,NN,NON_SIBILANT_FRICATIVE,False,False,False,False,False,False,False,True,True,False
213,item,50.0,Undefined,2,detail,40.0,False,-10.0,NN,NASAL|STOP,False,True,True,False,True,True,False,False,False,True
214,international,50.0,Undefined,5,external,50.0,False,0.0,JJ,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,True,False,False,True,True,False,True,False,False,True
215,center,40.0,French,2,middle,70.0,True,30.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,True,False,False,True,True,True,False,False,False
217,must,60.0,Middle English,1,,-1.0,False,0.0,MD,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,True,True,True,False,True
218,store,40.0,Undefined,1,memory,50.0,True,10.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,False,False,False,True,True,True,True,False,False
219,travel,60.0,Middle English,2,locomotion,50.0,False,-10.0,NN,NON_SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|APPROXIMANT|STOP,False,True,False,True,True,False,True,True,False,True
220,comments,50.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,False,True,True,False,True,True,True,False,False,False
221,made,40.0,Middle English,1,,-1.0,False,0.0,VBN,NASAL|STOP,False,False,True,False,True,True,False,False,True,False
222,development,60.0,English,4,exploitation,40.0,False,-20.0,NN,NON_SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT|STOP,True,False,True,True,True,False,True,True,False,False
223,report,10.0,Anglo-Norman,2,composition,50.0,True,40.0,NN,STOP|APPROXIMANT,False,False,False,False,True,False,False,False,False,False
225,member,20.0,Middle English,2,extremity,60.0,True,40.0,NN,NASAL|STOP,False,True,True,False,False,False,False,False,False,False
226,details,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,False,True,False,True,False
227,line,40.0,Old English,1,melody,80.0,True,40.0,NN,LATERAL_APPROXIMANT|NASAL,False,False,False,True,True,True,False,False,False,True
228,terms,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|NASAL|STOP,False,False,True,False,True,False,True,False,False,False
230,hotels,30.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP,False,False,False,True,True,False,True,False,False,False
231,did,40.0,Middle English,1,,-1.0,False,0.0,VBD,STOP,False,False,False,False,True,True,False,True,True,False
232,send,50.0,Middle English,1,transmit,50.0,False,0.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,True,True,True,True,False
233,right,30.0,Old English,1,compensate,60.0,True,30.0,NN,STOP|APPROXIMANT,False,False,False,False,True,True,False,False,False,True
234,type,20.0,Latin,1,character,50.0,True,30.0,NN,STOP,False,False,False,False,True,False,False,False,False,True
236,local,40.0,Undefined,2,,-1.0,False,0.0,JJ,LATERAL_APPROXIMANT|STOP,False,True,False,True,True,True,False,False,False,False
238,using,20.0,Undefined,2,,-1.0,False,0.0,VBG,SIBILANT_FRICATIVE|NASAL|APPROXIMANT,False,True,False,False,False,False,True,False,False,False
239,results,40.0,Undefined,2,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|LATERAL_APPROXIMANT|STOP|APPROXIMANT,False,False,False,True,True,False,True,True,False,False
240,office,30.0,Anglo-Norman,2,function,50.0,True,20.0,NN,SIBILANT_FRICATIVE|NON_SIBILANT_FRICATIVE,False,True,False,False,True,False,False,True,False,False
241,education,30.0,Latin,4,instruction,50.0,True,20.0,NN,SIBILANT_FRICATIVE|SIBILANT_AFFRICATE|NASAL|STOP,True,False,False,False,True,False,True,False,False,False
242,national,70.0,Latin,3,internal,50.0,False,-20.0,JJ,SIBILANT_FRICATIVE|NASAL|LATERAL_APPROXIMANT,True,True,False,True,True,False,True,True,False,True
243,car,30.0,Middle English,1,automobile,60.0,True,30.0,NN,APPROXIMANT|STOP,False,False,False,False,True,True,False,False,False,True
244,design,20.0,Old French,2,plan,60.0,True,40.0,NN,SIBILANT_FRICATIVE|NASAL|STOP,False,False,False,False,True,False,True,False,False,False
245,take,30.0,Middle English,1,consider,40.0,True,10.0,VB,STOP,False,False,False,False,True,True,False,False,True,False
246,posted,20.0,Undefined,2,,-1.0,False,0.0,VBN,SIBILANT_FRICATIVE|STOP,False,True,False,False,True,False,False,False,False,False
247,internet,50.0,Undefined,3,net,40.0,False,-10.0,NN,NASAL|STOP,True,True,False,False,True,True,False,False,True,False
248,address,60.0,Middle English,2,handle,60.0,False,0.0,NN,SIBILANT_FRICATIVE|APPROXIMANT|STOP,False,True,False,False,True,True,True,True,True,False
249,community,40.0,Old French,4,,-1.0,False,0.0,NN,NASAL|APPROXIMANT|STOP,True,False,True,False,True,False,True,False,False,False
251,states,30.0,Undefined,1,,-1.0,False,0.0,NNS,SIBILANT_FRICATIVE|STOP,False,False,False,False,True,True,False,False,True,False
252,area,50.0,Latin,3,expanse,40.0,False,-10.0,NN,APPROXIMANT,True,True,False,False,True,True,False,False,True,False
253,want,30.0,Middle English,1,lack,60.0,True,30.0,NN,NASAL|STOP|APPROXIMANT,False,False,False,False,True,False,True,False,False,True
254,phone,10.0,Undefined,1,telephone,50.0,True,40.0,NN,NON_SIBILANT_FRICATIVE|NASAL,False,False,False,False,True,False,False,False,False,False
